Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Shipment Mode_Country_risk,Vendor_Vendor INCO Term_risk,Delayed
-0.6267088970704736,-0.45745680736196453,-0.4549979318623832,0.15545325534723464,0.10938262902085735,-0.23406173070460998,-0.8425966888392515,-0.3798379574613779,-0.1234455467857546,-0.015103668157005555,0
2.115662721118494,-0.4329522465984283,-0.43863707638393323,-0.3444698470736192,-0.17758339666408368,-0.2017850623369247,-0.5372279832969562,-0.3798379574613779,-1.1499871461013509,-0.8604511958641398,0
0.28741497565918234,-0.4454418290467138,-0.34074419000198813,1.2737023002359866,0.05748451799272974,-0.21927995214781498,-0.77130296118022,-0.3798379574613779,-0.1234455467857546,-1.3829130545861863,0
-0.2349415230434782,0.33940353200355083,-0.08772641282341312,-0.3929273056854651,-0.16537207642217133,-0.06173238828931637,0.4002701695829973,-0.3798379574613779,-1.1499871461013509,-0.059954078991764165,0
-0.2349415230434782,0.49127685457470327,-0.10441106784912643,-0.4102492026553105,-0.17147773654312748,0.4748087510981477,2.8035292936664145,-0.3798379574613779,-1.1499871461013509,-0.8604511958641398,0
2.115662721118494,-0.44754007889802583,-0.4501478896276138,-0.36310733115509836,-0.18063622672456178,-0.18812595050596223,-0.42304243935945335,-0.3798379574613779,0.15310614461428404,-0.8604511958641398,0
0.1568258509835172,-0.4545592242339623,-0.44392560923995195,0.23000319167315142,-0.07684000466830652,-0.20459172915150603,0.0,-0.3798379574613779,-0.1952349819869603,-0.015103668157005555,0
-0.2349415230434782,-0.0416036701638485,-0.28040234870113145,-0.40038229931805686,-0.1684249064826494,-0.09700283459255507,-0.3992090271741165,-0.3798379574613779,-0.7163665800079944,-0.8604511958641398,0
-0.2349415230434782,-0.4511120994782355,-0.45505194672424776,-0.43765726748101524,-0.17758339666408368,-0.13723172560155414,0.0,-0.3798379574613779,0.15310614461428404,-0.8604511958641398,0
0.5485932250105126,-0.38798974978460027,-0.12329454770741881,0.42076332286005624,-0.0829456647892627,-0.17512172759840208,0.0,-0.3798379574613779,-0.1952349819869603,-1.3829130545861863,0
0.5485932250105126,-0.38798974978460027,-0.12329454770741881,0.42076332286005624,-0.0829456647892627,-0.17512172759840208,0.0,-0.3798379574613779,-0.1952349819869603,-1.3829130545861863,0
-0.7572980217461387,-0.39548349925357157,-0.16696983547782512,0.39664422581343606,0.4238241252501013,-0.15547505989633276,0.20130578538966343,-0.3798379574613779,-0.1952349819869603,-1.349467462506552,0
0.28741497565918234,-0.45768161984603367,-0.45413195632900444,1.3833345595388056,0.0727486682951202,-0.13723172560155414,0.0,-0.3798379574613779,0.15310614461428404,-0.015103668157005555,0
-0.2349415230434782,-0.20813976252928817,-0.167549083326239,-0.26158785904068815,-0.13484377581739032,0.458530083573576,4.332294251984566,-0.3798379574613779,-0.8300089845608677,-1.3829130545861863,0
0.28741497565918234,-0.439197037822571,-0.28281940516060045,1.2737023002359866,0.05748451799272974,-0.21132772950650122,-0.7626067327675149,-0.3798379574613779,-0.07153290539841156,-0.3906938228903697,0
-0.2349415230434782,-0.44346847501988473,-0.41383223539523,0.07871067383526147,-0.05852302430543794,-0.13723172560155414,0.0,-0.3798379574613779,-0.7243719316587632,-1.3829130545861863,0
0.28741497565918234,-0.4204626641501427,-0.10904505063643745,1.2737023002359866,0.05748451799272974,-0.13723172560155414,0.0,-0.0865064837449558,-1.243992029717764,-0.015103668157005555,0
-0.6267088970704736,-0.40797308170185714,-0.3610178646964738,-0.11862739290981242,-0.018836233519222673,-0.1688535050458371,-0.6515669804859691,-0.3798379574613779,-0.8300089845608677,-1.3829130545861863,0
1.5933062224158336,-0.4401462460886407,-0.43063163941971416,-0.20435981968461675,-0.1684249064826494,-0.22012195219218939,-0.8317717046821936,-0.3798379574613779,-0.7163665800079944,-1.3829130545861863,0
0.28741497565918234,-0.4329522465984283,-0.22489462031921278,1.2737023002359866,0.05748451799272974,-0.20337550686518746,-0.6873370966611126,-0.21601265315617965,0.15310614461428404,-0.3906938228903697,0
-0.7572980217461387,-0.270587674770716,0.12989468683428668,0.11160035162610711,0.22539017131902503,-0.022158386203719627,0.39101808125391774,-0.3798379574613779,0.15310614461428404,-1.273677909812335,0
-0.2349415230434782,-0.3202212754202028,-0.049436102675786436,0.07871067383526147,-0.05852302430543794,-0.036378831397598364,0.0,-0.019871512515087012,-0.1234455467857546,-1.3829130545861863,0
2.115662721118494,-0.4329522465984283,-0.45103298033999023,-0.4383150610368321,-0.18368905678503988,-0.14724217057356087,-0.5640014944819706,-0.4688127429146827,-1.1499871461013509,-0.8604511958641398,0
0.5485932250105126,-0.4454418290467138,-0.33757280803192213,1.3217212298106213,0.02085055726699258,-0.22433195241406137,-0.7620304668336524,-0.3419776382475654,-1.1499871461013509,-1.2407443288506663,0
0.28741497565918234,-0.439197037822571,-0.30021856240733225,1.0980714208328708,0.03306187750890494,-0.21927995214781498,-0.6191067203473863,-0.3002118986124456,-0.07153290539841156,0.18966082206378723,1
0.28741497565918234,-0.45730693237258513,-0.43125166631665635,7.193844302588204,0.8817486343218157,-0.2296646193617659,-0.6534320904843763,-0.44669551741992214,-0.07153290539841156,-1.1240732550133645,0
-0.6920034594083062,-0.20813976252928817,0.12265408872911321,-0.04188481139783924,0.05748451799272974,0.07672984123002921,1.3685503917233168,0.17250585507749192,-0.7163665800079944,-0.8969281247759905,0
-0.6920034594083062,-0.20813976252928817,0.12265408872911321,-0.04188481139783924,0.05748451799272974,0.07672984123002921,1.4168196017302375,0.17250585507749192,-0.7163665800079944,-0.8969281247759905,0
-0.6920034594083062,-0.20813976252928817,0.12265408872911321,-0.04188481139783924,0.05748451799272974,0.07672984123002921,1.4085510834440818,0.17250585507749192,-0.7163665800079944,-0.8969281247759905,0
-0.2349415230434782,1.1407351418855525,-0.1692868268714806,-0.4464278482252407,-0.17758339666408368,0.16027495674406678,0.0925923191017548,-0.1538496918387922,-0.5782048643107969,-0.8604511958641398,0
-0.7572980217461387,-0.20813976252928817,0.32539083567397004,0.11160035162610711,0.22539017131902503,0.06999384087503402,0.7984911521400939,0.39914165154713366,0.15310614461428404,-1.273677909812335,0
1.5933062224158336,-0.45693224489913653,-0.45567391410148217,-0.3063178208362382,-0.17453056660360558,-0.13723172560155414,0.0,-0.4739929896911317,-0.9877168112873044,-1.0695806656296125,0
-0.6267088970704736,-0.4329522465984283,-0.40735769256958393,-0.10766416697953053,-0.012730573398266507,-0.2281677303939892,-0.7199785622349891,-0.41998486997885726,-1.1499871461013509,-0.015103668157005555,0
-0.2349415230434782,-0.44793974553637095,-0.4468855657453469,-0.29667018201759016,-0.14400226599882462,-0.23312617509974953,-0.7308770080550042,-0.4641788502904374,-1.1499871461013509,-0.059954078991764165,0
0.28741497565918234,-0.4204626641501427,-0.4565503160961324,-0.48019458409050886,-0.18674188684551798,-0.22601595250281017,-0.9062299975332712,-0.47498452130068636,-0.8300089845608677,0.18966082206378723,0
0.28741497565918234,-0.44169495431222816,-0.45657493412968997,-0.48019458409050886,-0.18674188684551798,-0.13723172560155414,0.0,-0.4750047566396569,0.15310614461428404,0.18966082206378723,0
1.5933062224158336,-0.45293557851568517,-0.45560903834245986,-0.4431388804461562,-0.18368905678503988,-0.13723172560155414,0.0,-0.4739322836742202,-0.9877168112873044,-1.0695806656296125,0
0.28741497565918234,-0.45788145316520623,-0.45578860517546815,2.5673629600092487,0.23760149156093738,-0.13723172560155414,0.0,-0.4741346370639252,-0.07153290539841156,-1.349467462506552,0
